GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|GOVEMPFUNCT|GOVEMPFUNCT_TTL|EMPFT|EMPFT_F|PAYANNFT|PAYANNFT_F|EMPPT|EMPPT_F|PAYANNPT|PAYANNPT_F|HRSPT|HRSPT_F|EMPFTE|EMPFTE_F|EMP|EMP_F|PAYANN|PAYANN_F
02|51|0400000US51|Virginia||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1480|Education Total|45281||266907673||50260||57110722||2605614||60005||95541||324018395|
02|51|0400000US51|Virginia||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1482|Education - Higher Education Total|43277||256622546||49901||56427903||2576043||57833||93178||313050449|
02|51|0400000US51|Virginia||2016|14821|Education - Higher Education Instructional|16310||130908408||15251||23828820||788938||20768||31561||154737228|
02|51|0400000US51|Virginia||2016|14822|Education - Higher Education Other|26967||125714138||34650||32599083||1787105||37065||61617||158313221|
02|51|0400000US51|Virginia||2016|1483|Education - Other|2004||10285127||359||682819||29571||2172||2363||10967946|
02|51|0400000US51|Virginia||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1560|State liquor stores|922||3464008||2431||2299646||201662||2061||3353||5763654|
02|51|0400000US51|Virginia||2016|1580|All other and unallocable|3529||18417115||695||850668||37199||3741||4224||19267783|
02|53|0400000US53|Washington||2016|1000|Total - All Government Employment Functions|106882||576345311||53506||88857650||3556801||126970||160388||665202961|
02|53|0400000US53|Washington||2016|1020|Financial Administration|3098||17367238||99||262820||10012||3155||3197||17630058|
02|53|0400000US53|Washington||2016|1040|Other Government Administration|586||3022514||459||2267382||77024||1021||1045||5289896|
02|53|0400000US53|Washington||2016|1060|Judicial and Legal|2019||12602776||39||83130||2906||2035||2058||12685906|
02|53|0400000US53|Washington||2016|1100|Police Protection Total|2098||11148354||74||150518||2461||2112||2172||11298872|
02|53|0400000US53|Washington||2016|1101|Police Protection - Persons with Power of Arrest|772||5526653||0||0||0||772||772||5526653|
02|53|0400000US53|Washington||2016|1102|Police Protection - Other|1326||5621701||74||150518||2461||1340||1400||5772219|
02|53|0400000US53|Washington||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1140|Corrections|8190||35541936||488||1243702||46480||8452||8678||36785638|
02|53|0400000US53|Washington||2016|1160|Highways|6381||34373086||368||904938||36062||6585||6749||35278024|
02|53|0400000US53|Washington||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1200|Water Transport and Terminals|3||23252||0||0||0||3||3||23252|
02|53|0400000US53|Washington||2016|1220|Public Welfare|10270||46801518||515||1029610||43540||10516||10785||47831128|
02|53|0400000US53|Washington||2016|1240|Health|6594||30087084||708||1597922||75062||7019||7302||31685006|
02|53|0400000US53|Washington||2016|1260|Hospitals|9069||51737933||3381||13585531||276666||10632||12450||65323464|
02|53|0400000US53|Washington||2016|1280|Social Insurance Administration|3519||16614908||82||171278||8176||3566||3601||16786186|
02|53|0400000US53|Washington||2016|1300|Solid Waste Management|537||2969128||21||63944||1968||548||558||3033072|
02|53|0400000US53|Washington||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1340|Parks and Recreation|574||2767642||45||80428||3620||595||619||2848070|
02|53|0400000US53|Washington||2016|1360|Housing and Community Development|67||433434||0||0||0||67||67||433434|
02|53|0400000US53|Washington||2016|1380|Natural Resources|4809||22656002||573||842230||37590||5021||5382||23498232|
02|53|0400000US53|Washington||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1480|Education Total|45244||268438476||46470||66213493||2919798||61733||91714||334651969|
02|53|0400000US53|Washington||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1482|Education - Higher Education Total|43178||258409532||45974||65463445||2886968||59483||89152||323872977|
02|53|0400000US53|Washington||2016|14821|Education - Higher Education Instructional|15098||114743502||11803||33305907||696002||19026||26901||148049409|
02|53|0400000US53|Washington||2016|14822|Education - Higher Education Other|28080||143666030||34171||32157538||2190966||40457||62251||175823568|
02|53|0400000US53|Washington||2016|1483|Education - Other|2066||10028944||496||750048||32830||2250||2562||10778992|
02|53|0400000US53|Washington||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|53|0400000US53|Washington||2016|1560|State liquor stores|97||529982||5||14402||540||100||102||544384|
02|53|0400000US53|Washington||2016|1580|All other and unallocable|3727||19230048||179||346322||14896||3810||3906||19576370|
02|54|0400000US54|West Virginia||2016|1000|Total - All Government Employment Functions|37331||141690561||12652||12252087||686006||41422||49983||153942648|
02|54|0400000US54|West Virginia||2016|1020|Financial Administration|1913||5820941||77||119683||6610||1950||1990||5940624|
02|54|0400000US54|West Virginia||2016|1040|Other Government Administration|227||835447||253||704966||23203||373||480||1540413|
02|54|0400000US54|West Virginia||2016|1060|Judicial and Legal|1655||7628857||43||85176||4865||1683||1698||7714033|
02|54|0400000US54|West Virginia||2016|1100|Police Protection Total|1033||4259321||25||27643||1568||1042||1058||4286964|
02|54|0400000US54|West Virginia||2016|1101|Police Protection - Persons with Power of Arrest|661||3171544||0||0||0||661||661||3171544|
02|54|0400000US54|West Virginia||2016|1102|Police Protection - Other|372||1087777||25||27643||1568||381||397||1115420|
02|54|0400000US54|West Virginia||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1140|Corrections|3539||9019320||14||22869||1898||3550||3553||9042189|
02|54|0400000US54|West Virginia||2016|1160|Highways|5308||17145686||29||45289||3727||5329||5337||17190975|
02|54|0400000US54|West Virginia||2016|1180|Air Transportation|2||7546||0||0||0||2||2||7546|
02|54|0400000US54|West Virginia||2016|1200|Water Transport and Terminals|3||13129||0||0||0||3||3||13129|
02|54|0400000US54|West Virginia||2016|1220|Public Welfare|3380||9145863||89||146182||10870||3441||3469||9292045|
02|54|0400000US54|West Virginia||2016|1240|Health|783||2716442||63||98542||4548||809||846||2814984|
02|54|0400000US54|West Virginia||2016|1260|Hospitals|1642||4391844||82||91601||6722||1680||1724||4483445|
02|54|0400000US54|West Virginia||2016|1280|Social Insurance Administration|589||1634512||71||95892||6984||631||660||1730404|
02|54|0400000US54|West Virginia||2016|1300|Solid Waste Management|13||37894||0||0||0||13||13||37894|
02|54|0400000US54|West Virginia||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1340|Parks and Recreation|362||799244||418||374914||43446||607||780||1174158|
02|54|0400000US54|West Virginia||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1380|Natural Resources|1688||6183410||105||106656||8269||1735||1793||6290066|
02|54|0400000US54|West Virginia||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1460|Transit|9||32541||0||0||0||9||9||32541|
02|54|0400000US54|West Virginia||2016|1480|Education Total|12849||63795949||11250||10184288||554852||16179||24099||73980237|
02|54|0400000US54|West Virginia||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1482|Education - Higher Education Total|11635||58508033||11124||9928564||545006||14906||22759||68436597|
02|54|0400000US54|West Virginia||2016|14821|Education - Higher Education Instructional|4284||27553493||4085||5799039||169056||5297||8369||33352532|
02|54|0400000US54|West Virginia||2016|14822|Education - Higher Education Other|7351||30954540||7039||4129525||375950||9609||14390||35084065|
02|54|0400000US54|West Virginia||2016|1483|Education - Other|1214||5287916||126||255724||9846||1273||1340||5543640|
02|54|0400000US54|West Virginia||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|54|0400000US54|West Virginia||2016|1560|State liquor stores|70||207900||5||5160||430||73||75||213060|
02|54|0400000US54|West Virginia||2016|1580|All other and unallocable|2266||8014715||128||143226||8014||2313||2394||8157941|
02|55|0400000US55|Wisconsin||2016|1000|Total - All Government Employment Functions|57564||306705053||50233||49308603||2674583||72676||107797||356013656|
02|55|0400000US55|Wisconsin||2016|1020|Financial Administration|2325||12116649||321||663617||38789||2544||2646||12780266|
02|55|0400000US55|Wisconsin||2016|1040|Other Government Administration|517||2453664||240||655166||32049||698||757||3108830|
02|55|0400000US55|Wisconsin||2016|1060|Judicial and Legal|2020||13058381||244||675549||22209||2146||2264||13733930|
02|55|0400000US55|Wisconsin||2016|1100|Police Protection Total|876||4491793||23||38033||2079||888||899||4529826|
02|55|0400000US55|Wisconsin||2016|1101|Police Protection - Persons with Power of Arrest|528||2883976||0||0||0||528||528||2883976|
02|55|0400000US55|Wisconsin||2016|1102|Police Protection - Other|348||1607817||23||38033||2079||360||371||1645850|
02|55|0400000US55|Wisconsin||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1140|Corrections|9116||40141732||659||2221223||63639||9476||9775||42362955|
02|55|0400000US55|Wisconsin||2016|1160|Highways|1464||8545241||73||125579||5403||1495||1537||8670820|
02|55|0400000US55|Wisconsin||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1220|Public Welfare|1901||8649220||353||919467||51438||2191||2254||9568687|
02|55|0400000US55|Wisconsin||2016|1240|Health|1542||8046943||385||768344||36097||1746||1927||8815287|
02|55|0400000US55|Wisconsin||2016|1260|Hospitals|3294||13987705||505||1568319||53933||3599||3799||15556024|
02|55|0400000US55|Wisconsin||2016|1280|Social Insurance Administration|815||3463489||26||54862||2599||830||841||3518351|
02|55|0400000US55|Wisconsin||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1340|Parks and Recreation|131||594210||62||46015||3321||150||193||640225|
02|55|0400000US55|Wisconsin||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1380|Natural Resources|2026||9674863||1149||1207256||77558||2463||3175||10882119|
02|55|0400000US55|Wisconsin||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1480|Education Total|27003||157129663||45428||38987810||2220498||39548||72431||196117473|
02|55|0400000US55|Wisconsin||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1482|Education - Higher Education Total|26071||152409983||45126||38251064||2187521||38430||71197||190661047|
02|55|0400000US55|Wisconsin||2016|14821|Education - Higher Education Instructional|9046||64830709||12292||14560852||681405||12896||21338||79391561|
02|55|0400000US55|Wisconsin||2016|14822|Education - Higher Education Other|17025||87579274||32834||23690212||1506116||25534||49859||111269486|
02|55|0400000US55|Wisconsin||2016|1483|Education - Other|932||4719680||302||736746||32977||1118||1234||5456426|
02|55|0400000US55|Wisconsin||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|55|0400000US55|Wisconsin||2016|1580|All other and unallocable|4534||24351500||765||1377363||64971||4902||5299||25728863|
02|56|0400000US56|Wyoming||2016|1000|Total - All Government Employment Functions|12194||56386633||3646||3590276||230907||13502||15840||59976909|
02|56|0400000US56|Wyoming||2016|1020|Financial Administration|724||3822730||5||10040||444||728||729||3832770|
02|56|0400000US56|Wyoming||2016|1040|Other Government Administration|132||794629||91||128275||7107||172||223||922904|
02|56|0400000US56|Wyoming||2016|1060|Judicial and Legal|517||2954846||49||218088||5733||549||566||3172934|
02|56|0400000US56|Wyoming||2016|1100|Police Protection Total|282||1424740||0||0||0||282||282||1424740|
02|56|0400000US56|Wyoming||2016|1101|Police Protection - Persons with Power of Arrest|187||876080||0||0||0||187||187||876080|
02|56|0400000US56|Wyoming||2016|1102|Police Protection - Other|95||548660||0||0||0||95||95||548660|
02|56|0400000US56|Wyoming||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1140|Corrections|1256||4654999||3||5319||354||1258||1259||4660318|
02|56|0400000US56|Wyoming||2016|1160|Highways|1733||7635970||56||105995||7226||1774||1789||7741965|
02|56|0400000US56|Wyoming||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1220|Public Welfare|532||2222281||18||31345||2347||545||550||2253626|
02|56|0400000US56|Wyoming||2016|1240|Health|835||4045808||95||217750||12570||907||930||4263558|
02|56|0400000US56|Wyoming||2016|1260|Hospitals|670||2365806||21||40176||2430||684||691||2405982|
02|56|0400000US56|Wyoming||2016|1280|Social Insurance Administration|126||500216||0||0||0||126||126||500216|
02|56|0400000US56|Wyoming||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1340|Parks and Recreation|197||889883||29||39198||2462||210||226||929081|
02|56|0400000US56|Wyoming||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1380|Natural Resources|928||4396364||44||59485||3467||948||972||4455849|
02|56|0400000US56|Wyoming||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|1480|Education Total|3333||16538942||3210||2689954||184529||4375||6543||19228896|
02|56|0400000US56|Wyoming||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|56|0400000US56|Wyoming||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
